,Rating,Review
4265,2,Main cons of this product
4266,2,Poor quality
4267,1,Bad bad bad quality
4268,1,One Star
4269,1,After 30 days microphone not working
4270,1,Painfull
4271,1,"Not recommended, wastage of money."
4272,1,Distorted sound and poor quality headphones
4273,1,Don't Buy
4274,1,Poor quality- DON'T BUY IT
4275,1,Please suggest how can I repair it
4276,1,Very tight ear piece and loose 3.5mm connector.
4277,5,Awesome sound quality worth buying
4278,5,Awesome product. Just go for it.
4279,5,Fabulous product
4280,5,Ergonomic Design
4281,5,Wonderful product... highly recommended ❤️❤️
4282,5,God's Product
4283,5,SOUND BEAST
4284,5,God's Gift
4285,5,Magnificent Product
4286,5,Awesome 👍👍👍
4287,4,Bang for the Buck
4288,4,"Good package - sound, durability and price!"
4289,4,Noise cancellation on call happens on both ends!!
4290,4,Awesome product really..Trust me i am musician
4291,4,Good for the price!
4292,4,Best earphone
4293,4,Noise cancellation & bass quality not upto the mark!!!!
4294,4,Genuine
4295,4,Good Quality headphones...
4296,4,Not recommend for everyone
4297,3,Sound better than conventional earphones.But... .
4298,3,"Fidelity Compromised, Loudness Yes, Boom Yes"
4299,3,DOES THE JOB!
4300,3,"Budget earphones, don't get your hopes up!"
4301,3,Comfort for Ear
4302,3,Build quality and design is good. Sound quality is missing.
4303,3,Genuine review - Not as such hard core gaming earphones
4304,3,Good product
4305,3,Not up to the mark product
4306,3,Not much bass for dual drivers
4307,2,"Great sound, but not so great seller"
4308,2,Worst product. Don't be attracted by seeing the pouch and all. Utter waste
4309,2,PAIN IN THE EAR AFTER WITHIN 20 MIN OF USE
4310,2,Really a poor product... money wasted
4311,2,"It's like Elephant teeth, for show-off onething and performance wise the other way around"
4312,2,Don't buy blue colour since the colour shown is not real one!Its a dull one!
4313,2,What you expect from this price?
4314,2,Not for gaming
4315,2,Waste of money
4316,2,Waste product
4317,1,Cheap useless headphones
4318,1,"Please don't purchase it very poor and stop working after some days, waste of Money"
4319,1,I'm totally upset😡😡
4320,1,Stopped working and pathetic customer service
4321,1,After 20days letter.. by use f 5-6 time suddenly stop working
4322,1,failure in every possible way.
4323,1,NO WARRANTY - CHEAP CHINESE PRODUCT
4324,1,Pathetic service. No claim can be made....
4325,1,Worst product I ever bought from Amazon
4326,1,Not the best for pubg at all.
4327,5,Complete package
4328,5,Great sound quality for the price
4329,5,It's amazing just go for it guys
4330,5,"Nice product, comfortable"
4331,5,Nice product ( Zebronics Zeb-thunder headset)
4332,5,Worth of Money ... Extremely Good Product
4333,5,"If you can afford it, buy it. If you can not afford it, find a part time job so you can buy it."
4334,5,Happy with the product
4335,5,"Nice product nice quality ,batterly life"
4336,5,Product is nice but delivery service was pathetic
4337,4,Overall nice quality for this price range product..
4338,4,Zebronics thunder woow
4339,4,Zebronics Zeb-Thunder Wireless Blue Tooth Headphone
4340,4,Decent Headphone
4341,4,Up to the mark for price range
4342,4,Pls choz Nother brand. Bad sounds
4343,4,Good headset
4344,4,Loaded with Features
4345,4,Excellent
4346,4,Excellent sound but quality average
4347,3,Updated after replacing.
4348,3,Honest review after using for 2 week's.
4349,3,Product supplied is new or refurbished
4350,3,THESE R SHORTCOMINGS !!
4351,3,Good product
4352,3,Decent headset for video calls
4353,3,Avg. In quality amd sounds and while talking
4354,3,supplier provided a used piece
4355,3,After using it for two months
4356,3,Value for money with a bit compromise.
4357,2,This was a cheating for me from you
4358,2,"Poor Quality product, At same price better product available."
4359,2,Waste Of Money
4360,2,many specs. but low quality
4361,2,Very Poor Quality Battery that gets damaged if charge it on regular basis..
4362,2,Dangerous charging wire provided with this item - heating up in 2 minutes
4363,2,Decent but not outstanding
4364,2,Regret buying this
4365,2,"Bad quality , replaced two times both time got defective or damaged product"
4366,2,Very poor connectivity
4367,1,Speaker Not WORKING
4368,1,Before buying this headphones. You should read this.
4369,1,PROBLEM IN CHARGING
4370,1,Product performance not good.
4371,1,Worst products don't buy
4372,1,*DON'T BUY*
4373,1,Pls Don't buy this Zebratronic Thunder
4374,1,Whom to blame? Had other offer from vendors but I chose the cheapest one from Shiv Enterprise.
4375,1,Bad experience....!!!!?
4376,1,Not recommended
4377,5,Worth the money
4378,5,VFM Product
4379,5,The repair/replacement process is hassle free and easy!
4380,5,Excellent after sales services and value for money
4381,5,No words just lit af😍
4382,5,Mind-blowing earhphones
4383,5,Quality
4384,5,Best in the budget segment
4385,5,Good sound and bass..At par with JBL
4386,5,MUST READ THIS BEFORE YOU BUY
4387,4,Best for the price
4388,4,Quality sound
4389,4,Good
4390,4,One of the best at this price !!
4391,4,Great buy!
4392,4,Nice product
4393,4,Durable is the only word
4394,4,Good build quality with nice bass
4395,4,Best earphone under 400
4396,4,Buy at Rs 349 & reviewing after 2 months
4397,3,Must watch this detailed 👉 REVIEW ☺️
4398,3,Good but lack bass...
4399,3,Okay
4400,3,Best earphones for a regular Awesome experience. Love boat
4401,3,"Good, Can be better"
4402,3,Good but requires replacement.. Read down please.
4403,3,May suit you or may not
4404,3,Decent earphone for the price
4405,3,Average quality
4406,3,Straight pin shape is a big no...
4407,2,Good quality sound but the button does not work
4408,2,Have other better options too under this cost
4409,2,Not satisfied with the product.
4410,2,Performance & feel is not as expected. Not highly recommend.
4411,2,Defect
4412,2,Good for 2 months then stopped working
4413,2,"Decent Sound, Bad Design"
4414,2,Defective product supply
4415,2,Not a good one when you buy you are going to be compare with cheapest product you buy in past.
4416,2,Will not recommend this if price is not the constraint
4417,1,Broken headset
4418,1,Worst earphone ever
4419,1,Boat sinked..want my money back or a new headset in return
4420,1,its not worth it
4421,1,Not worth even for free !
4422,1,"No Bass, Ordinary brand give better output than this"
4423,1,Very cheap quality sound
4424,1,This boat won't let you Sail.
4425,1,Waste of money
4426,1,better sound with lower life span
4427,5,Great product for the price.
4428,5,"Reliable, Durable, Best in Budget."
4429,5,Very Nice ...
4430,5,"Awesome awesome.. (5/5)five STARS'"""
4431,5,Superb Sound and Unbeatable Cost
4432,5,Compares well with more expensive headphones
4433,5,"Not so bad price point of view, its SONY :)"
4434,5,"Very good sound quality, clear vocals."
4435,5,Budget headphone with quality
4436,5,Very good product and light weight
4437,4,Overall good product but may be I received some defective one.
4438,4,Review after 4 YEARS of usage
4439,4,for normal music lovers .
4440,4,COMPACT HEADPHONES WITHOUT VOLUME CONTROL AND MUTE BUTTON
4441,4,Satisfied in this price
4442,4,Sound ain't that good but durable for the price
4443,4,comfortable and good for the price
4444,4,Good product by Sony with bit of low volume.
4445,4,Very good product
4446,4,The inner padding will wear off eventually
4447,3,Review after using product for one and half year.
4448,3,🙂
4449,3,Sony's Entry level over-ear headphone.
4450,3,The headphones worked fine for a short while but then there was a ...
4451,3,PRETTY DECENT BUT NOT GOOD ENOUGH.
4452,3,With this range of price.They are good
4453,3,Low Price; Worth a Buy!
4454,3,Detailed Review Read it!
4455,3,Good sturdy headphone with okay sound quality
4456,3,Size is too small
4457,2,Two Stars
4458,2,Good sound and best sony service but longibity 3 months
4459,2,Not worth buying.
4460,2,Worked well for a few months only!!
4461,2,Smart choice
4462,2,Sound Level is poor.. read this before buying
4463,2,Won't last more than a year with average usage.
4464,2,Not recommended
4465,2,"At 800/- VFM product, Moderate sound quality but doesn't reflect SONY quality"
4466,2,below average
4467,1,Yet another discusting earphone that sounds just like cheap Chinese product
4468,1,"Low Bass, Lower Sound, Lowest Quality"
4469,1,It's an earphone that is to be sold only in local train..
4470,1,so bad product
4471,1,Not expected such service from this Appario Retail
4472,1,Its just OK
4473,1,Good But Not For Long Time
4474,1,Of about fifty products that I have so far bought ...
4475,1,Very bad. Stopped working in 2 months
4476,1,YOU SHOULD KNOW !!!!!!
4477,5,more than expected !!
4478,5,"Good product, recommended 👍"
4479,5,Very nice product at such a cost. True value
4480,5,Nice product
4481,5,Awesome Headphone
4482,5,Must have product
4483,5,Good product
4484,5,Best Headphones at this Price Range.
4485,5,Simply amazing and worth the money 😍
4486,5,Very Good Quality
4487,4,Good Value For Money
4488,4,Acceptable under Rs700/-
4489,4,Build quality
4490,4,Best purchase... Love it...
4491,4,Good one.
4492,4,Really good product better than LEAF and Iball go for it
4493,4,"Budget friendly headphone, with decent sound quality and bluetooth battery backup, Go for it"
4494,4,..You can gor for it..
4495,4,Best Headphones Under 1000 Rupees
4496,4,Excellent
4497,3,Average headphones
4498,3,Just an average headphone
4499,3,Beginner's affordable wireless headset
4500,3,"Ordered twice, Buttons not working."
4501,3,Warranty issue
4502,3,Gets disconnected every few minutes
4503,3,"Ok, Works Well but not Very Good."
4504,3,Review after half a year of usage
4505,3,Don't buy
4506,3,Bit disappointed :(
4507,2,Different than before. Didn't like it.
4508,2,It's not a good choice for music lovers at all.
4509,2,Fake warranty and they don't have service center
4510,2,Not good for vocal musics because of high bass.
4511,2,Battery Bea
4512,2,OK product. Received with defective volume button
4513,2,Keeps switching off every 10 mins
4514,2,Surprised it got 4 stars. Nit worth more than Rs. 500 I think
4515,2,Poor in aux connectivity
4516,2,Poor headphones
4517,1,pTron Studio Over The Ear Wireless Bluetooth Headphones with Mic - Review
4518,1,painful on ears
4519,1,Not good for me.
4520,1,Pathetic calling feature sound good
4521,1,Recieved a damaged piece
4522,1,Not good
4523,1,Don't buy it
4524,1,Old stock
4525,1,Don't buy this product!!
4526,1,Disgusting
4527,5,Excellent BLUETOOTH HEADPHONE!!
4528,4,Grate
4529,5,"Good sound, affordable price - Value for money"
4530,5,Amazing Product
4531,5,"Best compared to ""mi basic"" earphones"
4532,5,Good value for money
4533,5,Great Experience!
4534,5,Best product for best price
4535,5,Amazing earphone
4536,5,"Great sound quality, light and comfortable."
4537,5,Best budget earphones !!
4538,5,most affordable JBL genuine quality sound output. Go for this price without a thought.
4539,4,True JBL Sound in pocket friendly price but use carefully
4540,4,JBL black
4541,4,🎧
4542,4,Best earphones at this price rat
4543,4,Best sound in this price range
4544,4,Budget headphone king?
4545,4,So comfortable!!!!!
4546,4,"Good earphone, but hold your horses."
4547,4,Delicate but Good Budget headphones : Medium Bass and nice music clarity
4548,4,Average sounding earphones
4549,3,Good sound but average build
4550,3,Sound quality good built quality not so good
4551,3,Very basic
4552,3,3 Star. Bought after checking lot of reviews
4553,3,NOT ORIGINAL
4554,3,Average
4555,3,Okaish sound. Stopped working in 4 months.
4556,3,Average quality
4557,3,good for low price range
4558,3,Not impressive
4559,2,Don't buy read full review.
4560,2,Average.
4561,2,Average Product. Not worth buy
4562,2,Stopped working twice
4563,2,Microphone stopped working in just 5 months!
4564,2,Mic and one side earphone has stopped working ...not even 3months
4565,2,"Not satisfied, No Return option, Only Replacement"
4566,2,Dissatisfied twice
4567,2,Sounds great but not durable
4568,2,Below Average
4569,1,No Bass
4570,1,Bad delivery
4571,1,DON'T GO FOR IT!
4572,1,"No quality, we expected from JBL. Buying means wasting money."
4573,1,Worst product by JBL.
4574,1,Buy at your own risk
4575,1,Stopped working in 2 months
4576,1,Not good at all!!
4577,1,One side of the earpiece has stopped working.
4578,1,Good for a short period
4579,5,Must buy for all earphone lovers
4580,5,Best in ear headphones and customer service.
4581,5,Great!
4582,5,Value for money..
4583,5,Must buy
4584,5,Great sound and build quality.
4585,5,Excellent earphones. Neutral sound and not quite bassy like ...
4586,5,Worth it and bass is good
4587,5,Best earphones on the planet.
